,time,[S1],[S2],[S3],[S4],[S5],[S6],[S7],[S8],[S_out],[S_in]
0,1000.0,0.25791273335849,0.271963422749408,19.71297622672047,4.23543862003342,9.921642438414104,5.344694253814941,11.929471701324038,5.382780302202544,5.785666260265806,16.471108695229702
1,1000.0,0.43684599475413033,0.22008443541511413,19.29438766700772,5.772362260391268,7.372965495750041,3.692624921744252,11.523708754420028,4.705677709157152,6.3316368732342,16.088211886203208
2,1000.0,0.3984416192757241,0.31325367084879946,29.133195059631806,5.496630810586863,9.79224875612828,6.563640257585124,16.911360101131457,6.4469153404357185,9.552701423015703,26.771841698765087
3,1000.0,0.1852189078982454,0.26661575356142964,13.734909892638697,4.418076491342745,5.782756097024939,4.699782807498698,8.110399631223771,5.710692245466835,7.349278809434656,9.850881524340542
4,1000.0,0.7172007274503105,0.21784360032876482,20.099888901714444,5.607715312313268,9.307648857221555,5.940637293250023,15.124014407999859,5.399434871222599,5.82901772935478,22.324446851810016
5,1000.0,0.4021171804067221,0.23221012272263641,19.240354490478566,3.4496533448816784,6.330564841939437,6.383267124349317,10.478815746708667,7.899208842113527,8.858806988741271,17.887759039199405
6,1000.0,0.41682054289993,0.2409911442611887,18.82565002678877,5.217039112354735,8.246103797566079,4.801527674683157,10.633655884775555,4.511361033662069,7.297259969865195,15.426773190470335
7,1000.0,0.5418080389568384,0.29521779346754506,18.9085130298959,5.123305973588777,7.317071507701172,4.409300283198276,9.874930061869797,6.196500463160289,7.380976544119619,14.875330473803135
8,1000.0,0.36753729888604114,0.2758416955523553,7.298402518183272,4.72105340181634,4.419888755556121,2.89299119981848,3.6356491493305594,3.7393680099185396,5.016296328740026,4.489791456903815
9,1000.0,0.4381111861056851,0.2897929612684659,23.931807802649654,5.542147134561138,8.35784161119109,5.466427643934585,15.276185421438655,7.629079521209157,9.102619221967208,22.45461431052803
10,1000.0,0.19485120546107412,0.30465425132193835,17.739611557872117,5.980140749820927,6.118817428659426,3.4378497045398717,11.011112839720667,4.597337459861634,8.841477607977323,14.109502760642235
11,1000.0,0.5435285227502108,0.188956998569538,19.608283334034546,4.426980705298053,6.779286074413337,3.8195753338574265,11.320141057725717,5.204510859108829,8.23047027409385,21.507681128213864
12,1000.0,0.3251557474708721,0.2726204207794619,25.5587010572173,4.679106957670321,9.35686772283028,4.909012460430317,11.772605375156822,5.770171771985817,8.29100635751804,19.38854185230954
13,1000.0,0.07448688375949947,0.18408516793363852,11.775503742980373,3.782835150191815,5.590670885162466,4.448518352085948,6.904966166186362,3.343582025333159,6.077366227039089,7.8704360870529655
14,1000.0,0.01784212154542053,0.1743390050050317,16.974796942205394,4.5071360730319565,8.141938443327668,5.390828312933467,10.533515264766098,4.783691059193808,5.689728694471339,16.092639588523777
15,1000.0,0.4874640554089063,0.17399668936859575,16.50376702662996,3.5783064374100677,6.565707464024513,3.647891895637379,9.159763646457954,5.295247396375153,7.067409178254065,11.475447801986867
16,1000.0,0.542746303034589,0.16752983195918764,21.561203854767086,4.310238074235282,8.434531897864536,5.893113548641222,12.58787759288789,5.102982103115989,6.348270799770646,22.792682383741166
17,1000.0,0.6243815163404571,0.4169096955425475,17.81430590741204,4.844756728985978,6.356007482084403,4.637426096045562,13.027455628958748,6.938194524973959,9.85177935841159,13.052997486608573
18,1000.0,0.5049919274008041,0.27415861193124874,15.620556361751607,3.7850563750400124,6.755739362703354,3.824835140150431,7.959248685086216,5.147709102887112,6.491334297561559,10.607152747439644
19,1000.0,0.25056262034580845,0.22996390451039472,12.824640049638399,4.980138010042463,5.453736800741208,3.001287549819798,9.7998113035823,5.7230814343373915,7.073619916528166,10.75966420256017
20,1000.0,0.4637747020999109,0.3694577971178534,22.48396450442062,4.623060412584843,9.262133339793376,4.945252018610773,13.85599990091221,5.535216762413947,8.871062314654772,16.518091019924274
21,1000.0,0.2865805919166384,0.3142731192586031,27.09914461879232,7.128725582558669,7.589373344864544,5.200906490837968,15.095149023012382,6.8042949309133505,9.42825384293299,23.146801908477656
22,1000.0,0.5637623889434613,0.23263656524363302,23.9789906847083,4.514990142099722,8.50462091723091,5.844781927849453,14.081592613343306,5.754397747847929,7.3128119862102015,20.393303513389057
23,1000.0,0.534310145327139,0.18983529910611635,17.96930841859519,6.74039952461872,8.095988664693788,3.3227088347991733,11.149408040111183,5.055391367097233,7.044226246359053,16.464584687769186
